collected_at,metric_timestamp,metric_name,service,instance,labels,value,network_topology,cluster_nodes,load_rps
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.076000+00:00,process_cpu_usage,api-gateway,10.42.0.224:8080,"{'__name__': 'process_cpu_usage', 'instance': '10.42.0.224:8080', 'job': 'spring-petclinic'}",0.0006756186132927962,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.076000+00:00,process_cpu_usage,customers-service,10.42.0.225:8080,"{'__name__': 'process_cpu_usage', 'instance': '10.42.0.225:8080', 'job': 'spring-petclinic'}",0.0007605205340544195,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.076000+00:00,process_cpu_usage,visits-service,10.42.1.155:8080,"{'__name__': 'process_cpu_usage', 'instance': '10.42.1.155:8080', 'job': 'spring-petclinic'}",0.0002543450614667232,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.076000+00:00,process_cpu_usage,customers-service,10.42.1.156:8080,"{'__name__': 'process_cpu_usage', 'instance': '10.42.1.156:8080', 'job': 'spring-petclinic'}",0.0004269854824935952,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.076000+00:00,process_cpu_usage,vets-service,10.42.1.157:8080,"{'__name__': 'process_cpu_usage', 'instance': '10.42.1.157:8080', 'job': 'spring-petclinic'}",0.00017117425539198904,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.076000+00:00,process_cpu_usage,visits-service,10.42.1.160:8080,"{'__name__': 'process_cpu_usage', 'instance': '10.42.1.160:8080', 'job': 'spring-petclinic'}",0.00025523226135783564,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.076000+00:00,process_cpu_usage,vets-service,10.42.1.161:8080,"{'__name__': 'process_cpu_usage', 'instance': '10.42.1.161:8080', 'job': 'spring-petclinic'}",0.0003390117806593779,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.078000+00:00,system_cpu_usage,api-gateway,10.42.0.224:8080,"{'__name__': 'system_cpu_usage', 'instance': '10.42.0.224:8080', 'job': 'spring-petclinic'}",0.0007117388734059623,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.078000+00:00,system_cpu_usage,customers-service,10.42.0.225:8080,"{'__name__': 'system_cpu_usage', 'instance': '10.42.0.225:8080', 'job': 'spring-petclinic'}",0.0010344967463872222,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.078000+00:00,system_cpu_usage,visits-service,10.42.1.155:8080,"{'__name__': 'system_cpu_usage', 'instance': '10.42.1.155:8080', 'job': 'spring-petclinic'}",0.00028064349300551084,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.078000+00:00,system_cpu_usage,customers-service,10.42.1.156:8080,"{'__name__': 'system_cpu_usage', 'instance': '10.42.1.156:8080', 'job': 'spring-petclinic'}",0.00065230210912817,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.078000+00:00,system_cpu_usage,vets-service,10.42.1.157:8080,"{'__name__': 'system_cpu_usage', 'instance': '10.42.1.157:8080', 'job': 'spring-petclinic'}",0.0002869106317411402,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.078000+00:00,system_cpu_usage,visits-service,10.42.1.160:8080,"{'__name__': 'system_cpu_usage', 'instance': '10.42.1.160:8080', 'job': 'spring-petclinic'}",0.00030348787749893665,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.078000+00:00,system_cpu_usage,vets-service,10.42.1.161:8080,"{'__name__': 'system_cpu_usage', 'instance': '10.42.1.161:8080', 'job': 'spring-petclinic'}",0.0003025205525892025,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.081000+00:00,process_uptime_seconds,api-gateway,10.42.0.224:8080,"{'__name__': 'process_uptime_seconds', 'instance': '10.42.0.224:8080', 'job': 'spring-petclinic'}",19694.128,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.081000+00:00,process_uptime_seconds,customers-service,10.42.0.225:8080,"{'__name__': 'process_uptime_seconds', 'instance': '10.42.0.225:8080', 'job': 'spring-petclinic'}",19627.59,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.081000+00:00,process_uptime_seconds,visits-service,10.42.1.155:8080,"{'__name__': 'process_uptime_seconds', 'instance': '10.42.1.155:8080', 'job': 'spring-petclinic'}",19812.754,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.081000+00:00,process_uptime_seconds,customers-service,10.42.1.156:8080,"{'__name__': 'process_uptime_seconds', 'instance': '10.42.1.156:8080', 'job': 'spring-petclinic'}",19823.116,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.081000+00:00,process_uptime_seconds,vets-service,10.42.1.157:8080,"{'__name__': 'process_uptime_seconds', 'instance': '10.42.1.157:8080', 'job': 'spring-petclinic'}",19818.339,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.081000+00:00,process_uptime_seconds,visits-service,10.42.1.160:8080,"{'__name__': 'process_uptime_seconds', 'instance': '10.42.1.160:8080', 'job': 'spring-petclinic'}",19684.654,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.081000+00:00,process_uptime_seconds,vets-service,10.42.1.161:8080,"{'__name__': 'process_uptime_seconds', 'instance': '10.42.1.161:8080', 'job': 'spring-petclinic'}",19683.493,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.083000+00:00,system_load_average_1m,api-gateway,10.42.0.224:8080,"{'__name__': 'system_load_average_1m', 'instance': '10.42.0.224:8080', 'job': 'spring-petclinic'}",0.4208984375,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.083000+00:00,system_load_average_1m,customers-service,10.42.0.225:8080,"{'__name__': 'system_load_average_1m', 'instance': '10.42.0.225:8080', 'job': 'spring-petclinic'}",0.4580078125,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.083000+00:00,system_load_average_1m,visits-service,10.42.1.155:8080,"{'__name__': 'system_load_average_1m', 'instance': '10.42.1.155:8080', 'job': 'spring-petclinic'}",0.3955078125,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.083000+00:00,system_load_average_1m,customers-service,10.42.1.156:8080,"{'__name__': 'system_load_average_1m', 'instance': '10.42.1.156:8080', 'job': 'spring-petclinic'}",0.33447265625,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.083000+00:00,system_load_average_1m,vets-service,10.42.1.157:8080,"{'__name__': 'system_load_average_1m', 'instance': '10.42.1.157:8080', 'job': 'spring-petclinic'}",0.36376953125,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.083000+00:00,system_load_average_1m,visits-service,10.42.1.160:8080,"{'__name__': 'system_load_average_1m', 'instance': '10.42.1.160:8080', 'job': 'spring-petclinic'}",0.3955078125,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.083000+00:00,system_load_average_1m,vets-service,10.42.1.161:8080,"{'__name__': 'system_load_average_1m', 'instance': '10.42.1.161:8080', 'job': 'spring-petclinic'}",0.3955078125,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,api-gateway,10.42.0.224:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'Eden Space', 'instance': '10.42.0.224:8080', 'job': 'spring-petclinic'}",356000,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,customers-service,10.42.0.225:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Eden Space', 'instance': '10.42.0.225:8080', 'job': 'spring-petclinic'}",100663296,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,visits-service,10.42.1.155:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Eden Space', 'instance': '10.42.1.155:8080', 'job': 'spring-petclinic'}",92274688,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,customers-service,10.42.1.156:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Eden Space', 'instance': '10.42.1.156:8080', 'job': 'spring-petclinic'}",58720256,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,vets-service,10.42.1.157:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Eden Space', 'instance': '10.42.1.157:8080', 'job': 'spring-petclinic'}",138412032,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,visits-service,10.42.1.160:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Eden Space', 'instance': '10.42.1.160:8080', 'job': 'spring-petclinic'}",33554432,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,vets-service,10.42.1.161:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Eden Space', 'instance': '10.42.1.161:8080', 'job': 'spring-petclinic'}",96468992,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,customers-service,10.42.0.225:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Old Gen', 'instance': '10.42.0.225:8080', 'job': 'spring-petclinic'}",84251648,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,visits-service,10.42.1.155:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Old Gen', 'instance': '10.42.1.155:8080', 'job': 'spring-petclinic'}",60629504,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,customers-service,10.42.1.156:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Old Gen', 'instance': '10.42.1.156:8080', 'job': 'spring-petclinic'}",87945216,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,vets-service,10.42.1.157:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Old Gen', 'instance': '10.42.1.157:8080', 'job': 'spring-petclinic'}",62309376,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,visits-service,10.42.1.160:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Old Gen', 'instance': '10.42.1.160:8080', 'job': 'spring-petclinic'}",60911616,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,vets-service,10.42.1.161:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Old Gen', 'instance': '10.42.1.161:8080', 'job': 'spring-petclinic'}",67028992,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,customers-service,10.42.0.225:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Survivor Space', 'instance': '10.42.0.225:8080', 'job': 'spring-petclinic'}",8997656,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,visits-service,10.42.1.155:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Survivor Space', 'instance': '10.42.1.155:8080', 'job': 'spring-petclinic'}",8073760,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,customers-service,10.42.1.156:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Survivor Space', 'instance': '10.42.1.156:8080', 'job': 'spring-petclinic'}",9428368,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,vets-service,10.42.1.157:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Survivor Space', 'instance': '10.42.1.157:8080', 'job': 'spring-petclinic'}",7597184,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,visits-service,10.42.1.160:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Survivor Space', 'instance': '10.42.1.160:8080', 'job': 'spring-petclinic'}",8357232,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,vets-service,10.42.1.161:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'G1 Survivor Space', 'instance': '10.42.1.161:8080', 'job': 'spring-petclinic'}",7021744,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,api-gateway,10.42.0.224:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'Survivor Space', 'instance': '10.42.0.224:8080', 'job': 'spring-petclinic'}",492760,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,api-gateway,10.42.0.224:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'heap', 'id': 'Tenured Gen', 'instance': '10.42.0.224:8080', 'job': 'spring-petclinic'}",64396136,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,api-gateway,10.42.0.224:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'nonheap', 'id': ""CodeHeap 'non-nmethods'"", 'instance': '10.42.0.224:8080', 'job': 'spring-petclinic'}",1389568,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,customers-service,10.42.0.225:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'nonheap', 'id': ""CodeHeap 'non-nmethods'"", 'instance': '10.42.0.225:8080', 'job': 'spring-petclinic'}",1418240,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,visits-service,10.42.1.155:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'nonheap', 'id': ""CodeHeap 'non-nmethods'"", 'instance': '10.42.1.155:8080', 'job': 'spring-petclinic'}",1404800,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,customers-service,10.42.1.156:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'nonheap', 'id': ""CodeHeap 'non-nmethods'"", 'instance': '10.42.1.156:8080', 'job': 'spring-petclinic'}",1420800,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,vets-service,10.42.1.157:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'nonheap', 'id': ""CodeHeap 'non-nmethods'"", 'instance': '10.42.1.157:8080', 'job': 'spring-petclinic'}",1421184,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,visits-service,10.42.1.160:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'nonheap', 'id': ""CodeHeap 'non-nmethods'"", 'instance': '10.42.1.160:8080', 'job': 'spring-petclinic'}",1407616,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,vets-service,10.42.1.161:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'nonheap', 'id': ""CodeHeap 'non-nmethods'"", 'instance': '10.42.1.161:8080', 'job': 'spring-petclinic'}",1420800,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,api-gateway,10.42.0.224:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'nonheap', 'id': ""CodeHeap 'non-profiled nmethods'"", 'instance': '10.42.0.224:8080', 'job': 'spring-petclinic'}",17116288,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,customers-service,10.42.0.225:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'nonheap', 'id': ""CodeHeap 'non-profiled nmethods'"", 'instance': '10.42.0.225:8080', 'job': 'spring-petclinic'}",21112064,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,visits-service,10.42.1.155:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'nonheap', 'id': ""CodeHeap 'non-profiled nmethods'"", 'instance': '10.42.1.155:8080', 'job': 'spring-petclinic'}",17836544,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,customers-service,10.42.1.156:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'nonheap', 'id': ""CodeHeap 'non-profiled nmethods'"", 'instance': '10.42.1.156:8080', 'job': 'spring-petclinic'}",20168832,distributed,3,60
2026-07-29T18:40:13.070176+00:00,2026-07-29T18:40:13.086000+00:00,jvm_memory_used_bytes,vets-service,10.42.1.157:8080,"{'__name__': 'jvm_memory_used_bytes', 'area': 'nonheap', 'id': ""CodeHeap 'non-profiled nmethods'"", 'instance': '10.42.1.157:8080', 'job': 'spring-petclinic'}",19001216,distributed,3,60
